product_id,price_date,market_price,return_rate,created_by,created_at,updated_by,updated_at
101,2025-07-21,15.26,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-07-22,15.23,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-07-23,15.15,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-07-24,15.29,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-07-25,15.44,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-07-28,15.54,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-07-29,15.62,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-07-30,15.6,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-07-31,15.86,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-01,15.63,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-04,15.35,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-05,15.58,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-06,15.56,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-07,15.68,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-08,15.72,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-11,15.87,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-12,15.86,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-13,16.02,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-14,16.03,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-15,16.19,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-18,16.13,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-19,16.1,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-20,16.03,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-21,16.13,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-22,16.16,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-25,16.31,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-26,16.3,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-27,16.4,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-28,16.34,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-08-29,16.48,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-01,16.4,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-02,16.39,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-03,16.36,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-04,16.48,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-05,16.59,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-08,16.47,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-09,16.46,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-10,16.45,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-11,16.54,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-12,16.56,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-15,16.64,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-16,16.65,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-17,16.58,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-18,16.62,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-19,16.65,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-22,16.8,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-23,16.91,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-24,16.88,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-25,16.86,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-26,16.85,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-09-30,16.95,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-01,16.95,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-02,17.14,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-03,17.2,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-07,17.22,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-08,17.29,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-09,17.32,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-13,17.17,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-14,17.13,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-15,17.1,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-16,17.15,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-17,17.05,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-20,17.22,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-21,17.35,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-22,17.4,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-23,17.38,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-27,17.73,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-28,17.76,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-29,17.95,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-30,18.13,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-10-31,18.2,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-03,18.11,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-04,18.11,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-05,17.99,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-06,18.02,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-07,17.89,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-10,17.98,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-11,18.19,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-12,18.32,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-13,18.4,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-14,18.1,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-17,18.19,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-18,17.92,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-19,17.76,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-20,18.2,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-21,17.81,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
101,2025-11-24,17.99,,ETL_USER,2026-07-21,ETL_USER,2026-07-21
